data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-01-28 13:50:54.647907;1528;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Maria Tamayo;feminino;boleto
2025-01-28 15:10:04.867118;1529;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Rickey Kraft;masculino;boleto
2025-01-28 18:07:59.277184;1530;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Herbert Horta;masculino;pix
2025-01-28 18:28:00.885935;1531;São Paulo;Lucas Pereira;Smartwatch Garmin;Julie Deane;feminino;boleto
2025-01-28 18:41:01.340969;1532;São Paulo;Ana Oliveira;Notebook Dell Inspiron;John Virula;masculino;pix
2025-01-28 18:47:56.552212;1533;Florianópolis;Gabriela Santos;Smartwatch Garmin;Carmen Hill;feminino;dinheiro
2025-01-28 19:54:59.925344;1534;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Neville Hermanson;masculino;pix
2025-01-28 20:45:56.477513;1535;São Paulo;Lucas Pereira;Tablet Apple Ipad;Mike Chapple;masculino;pix
2025-01-28 21:25:58.912653;1536;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Shawn Foley;masculino;pix
2025-01-29 17:50:01.811091;1537;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Stephen Bernabe;masculino;cartão de crédito
2025-01-29 19:29:58.110669;1538;Florianópolis;Tiago Lima;Tablet Apple Ipad;April Creasey;feminino;cartão de crédito
2025-01-30 12:53:00.125296;1539;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Abby Hollis;feminino;cartão de crédito
2025-01-30 13:18:06.224335;1540;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Cynthia Strong;feminino;pix
2025-01-30 15:10:01.732886;1541;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Jaime Scruggs;feminino;cartão de crédito
2025-01-30 16:08:59.305902;1542;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Christopher Fowler;masculino;dinheiro
2025-01-30 16:21:03.167116;1543;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Joseph Harvey;masculino;cartão de crédito
2025-01-31 12:25:04.779724;1544;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Elliott Gilliam;masculino;pix
2025-01-31 19:21:06.088240;1545;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Diane Harvey;feminino;cartão de crédito
2025-01-31 20:46:55.671083;1546;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Brandon Martinez;masculino;dinheiro
2025-01-31 20:57:02.221127;1547;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Isabella Martin;feminino;pix
2025-01-31 21:09:55.471896;1548;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Katie Dupre;feminino;cartão de crédito
2025-02-01 14:47:56.553358;1549;Florianópolis;Tiago Lima;Smartwatch Garmin;Wanda Kochanski;feminino;cartão de crédito
2025-02-01 19:41:04.747880;1550;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Valerie Horace;feminino;cartão de crédito
2025-02-02 13:35:06.204207;1551;São Paulo;Ana Oliveira;Tablet Apple Ipad;Elizabeth Mcknight;feminino;dinheiro
2025-02-02 17:27:56.120597;1552;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Kevin Woods;masculino;boleto
2025-02-02 18:38:55.939041;1553;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Monica Mainella;feminino;pix
2025-02-03 11:09:55.176119;1554;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Brett Seiler;masculino;pix
2025-02-03 11:39:03.239226;1555;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Cathy Carmona;feminino;dinheiro
2025-02-03 14:38:57.358343;1556;São Paulo;Ana Oliveira;Tablet Apple Ipad;Jerry Johnson;masculino;dinheiro
2025-02-03 15:57:06.087699;1557;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Jeanne Todd;feminino;pix
2025-02-03 17:20:55.242801;1558;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Michael Plourde;masculino;dinheiro
2025-02-03 19:15:04.387482;1559;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Sandy Sanchez;feminino;boleto
2025-02-03 21:03:06.115428;1560;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Elliot Black;masculino;boleto
2025-02-03 21:04:00.709960;1561;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Gerald Waller;masculino;boleto
2025-02-04 12:07:56.948121;1562;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Mildred Kendall;feminino;dinheiro
2025-02-04 15:09:05.327876;1563;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;David Harris;masculino;pix
2025-02-04 18:00:59.547316;1564;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Mary Ramirez;feminino;cartão de crédito
2025-02-04 21:03:56.708766;1565;Florianópolis;Tiago Lima;Notebook Dell Inspiron;John Lau;masculino;dinheiro
2025-02-04 21:27:57.059726;1566;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Ann Vigil;feminino;boleto
2025-02-05 17:39:56.360080;1567;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Laura Horwitz;feminino;boleto
2025-02-05 18:13:56.142968;1568;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Christine Mccarroll;feminino;pix
2025-02-05 18:22:01.079717;1569;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Stephen Rawson;masculino;pix
2025-02-05 18:40:57.460454;1570;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Claude Destina;masculino;boleto
2025-02-05 19:30:02.630142;1571;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Jack Cook;masculino;boleto
2025-02-05 20:28:04.511082;1572;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Robert Salisbury;masculino;dinheiro
2025-02-05 21:16:59.660352;1573;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Gerald Lambert;masculino;pix
2025-02-06 11:46:56.204360;1574;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Lucas Mason;masculino;dinheiro
2025-02-06 13:16:02.229548;1575;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;James Logsdon;masculino;dinheiro
2025-02-06 13:36:03.136171;1576;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Suzanne Hebert;feminino;dinheiro
2025-02-06 13:39:56.473259;1577;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Devin Thomas;masculino;boleto
2025-02-06 15:21:02.035833;1578;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Michael Taylor;masculino;boleto
2025-02-06 17:03:59.425263;1579;São Paulo;Ana Oliveira;Smartwatch Garmin;Dianne Smith;feminino;boleto
2025-02-06 20:01:55.126447;1580;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Scott Mcqueen;masculino;pix
2025-02-07 11:58:58.334418;1581;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Joshua Chamberlain;masculino;boleto
2025-02-07 15:22:54.679518;1582;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Fred Coleman;masculino;cartão de crédito
2025-02-07 16:14:05.078757;1583;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Rosa Gercak;feminino;boleto
2025-02-07 17:44:05.178555;1584;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Hector Good;masculino;cartão de crédito
2025-02-08 11:45:55.132748;1585;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;John Robinson;masculino;cartão de crédito
2025-02-08 12:12:04.472732;1586;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Christopher Watson;masculino;dinheiro
2025-02-08 15:26:03.779232;1587;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Sharon Anderson;feminino;dinheiro
2025-02-08 17:40:58.807920;1588;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Donna Liaw;feminino;dinheiro
2025-02-08 20:22:05.261522;1589;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Christopher Campanella;masculino;dinheiro
2025-02-08 20:53:00.436481;1590;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Donald Waithe;masculino;pix
2025-02-09 11:33:06.116229;1591;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Mary Sell;feminino;cartão de crédito
2025-02-09 13:21:00.208888;1592;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Larry Holtzman;masculino;cartão de crédito
2025-02-09 16:32:00.882905;1593;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Dorothy Gray;feminino;boleto
2025-02-09 21:02:03.714459;1594;Florianópolis;Tiago Lima;Tablet Apple Ipad;Randy Mellott;masculino;dinheiro
2025-02-10 13:27:59.933537;1595;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Courtney Gaskins;feminino;pix
2025-02-10 16:54:00.193605;1596;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Evelyn Wilson;feminino;cartão de crédito
2025-02-10 19:31:04.436653;1597;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Jamie Thomas;feminino;boleto
2025-02-10 21:10:03.171422;1598;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;William Quintal;masculino;pix
2025-02-10 21:31:03.238310;1599;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;James Perez;masculino;cartão de crédito
2025-02-10 21:43:59.878618;1600;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Jessica Heinemann;feminino;boleto
2025-02-11 11:15:03.542912;1601;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;James Avella;masculino;cartão de crédito
2025-02-11 12:49:57.220690;1602;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Paul Thomas;masculino;cartão de crédito
2025-02-11 14:31:03.473612;1603;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Shirley Watts;feminino;boleto
2025-02-11 14:46:56.950438;1604;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Amanda Head;feminino;dinheiro
2025-02-11 21:05:55.973842;1605;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Ronald Nickl;masculino;pix
2025-02-12 14:27:56.680460;1606;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Lora Hill;feminino;dinheiro
2025-02-12 16:20:58.856409;1607;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Lillian Hebert;feminino;boleto
2025-02-12 18:26:54.715604;1608;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Walter Langhans;masculino;boleto
2025-02-12 22:05:00.791161;1609;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Anamaria Petersen;feminino;boleto
2025-02-13 14:08:55.519994;1610;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Melissa Brevig;feminino;boleto
2025-02-13 16:10:01.066276;1611;São Paulo;Lucas Pereira;Smartwatch Garmin;Zachary Glueck;masculino;boleto
2025-02-13 16:15:59.909918;1612;Florianópolis;Tiago Lima;Smartwatch Garmin;Jesse Bowman;masculino;dinheiro
2025-02-13 16:44:02.031606;1613;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Sarah Crittenden;feminino;boleto
2025-02-13 18:56:02.172620;1614;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Susan Booker;feminino;dinheiro
2025-02-13 19:16:59.873157;1615;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Rodney Millican;masculino;dinheiro
2025-02-13 19:53:56.923980;1616;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Kathleen Carr;feminino;cartão de crédito
2025-02-13 20:42:00.851769;1617;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Darlene Larson;feminino;pix
2025-02-13 22:03:57.599923;1618;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Sam Fox;masculino;dinheiro
2025-02-14 16:00:56.616973;1619;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Melvin Royal;masculino;boleto
2025-02-14 16:01:04.118985;1620;São Paulo;Lucas Pereira;Tablet Apple Ipad;Harry Porter;masculino;cartão de crédito
2025-02-14 17:53:02.407350;1621;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Marie Johnson;feminino;pix
2025-02-14 18:35:04.678984;1622;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Mary Oneill;feminino;boleto
2025-02-14 20:19:59.711330;1623;Florianópolis;Tiago Lima;Smartwatch Garmin;Anthony Bichler;masculino;cartão de crédito
2025-02-14 21:54:57.157127;1624;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Louise Hooks;feminino;dinheiro
2025-02-15 11:33:58.471651;1625;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Martha Hunt;feminino;pix
2025-02-15 16:48:54.538128;1626;Florianópolis;Tiago Lima;Tablet Apple Ipad;Roberta Preuss;feminino;pix
2025-02-15 17:32:57.221151;1627;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Angela Lee;feminino;dinheiro
2025-02-15 19:38:04.246775;1628;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Tracy Moss;feminino;cartão de crédito
2025-02-16 12:46:00.528541;1629;São Paulo;Lucas Pereira;Fone de Ouvido Sony;James Martinez;masculino;cartão de crédito
2025-02-16 14:29:01.521108;1630;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Virginia Aversano;feminino;pix
2025-02-16 16:19:56.883451;1631;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Cynthia Gallant;feminino;cartão de crédito
2025-02-16 17:32:56.985387;1632;São Paulo;Ana Oliveira;Tablet Apple Ipad;Joe Noland;masculino;pix
2025-02-16 18:45:03.384418;1633;São Paulo;Ana Oliveira;Tablet Apple Ipad;Rudy Mays;masculino;cartão de crédito
2025-02-16 22:02:56.213866;1634;São Paulo;Ana Oliveira;Smartwatch Garmin;Marjorie Cassell;feminino;pix
2025-02-17 11:28:55.539183;1635;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Grace Harrison;feminino;dinheiro
2025-02-17 13:06:01.650495;1636;São Paulo;Ana Oliveira;Tablet Apple Ipad;Joanne Norris;feminino;cartão de crédito
2025-02-17 14:52:02.938347;1637;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;David Dupont;masculino;cartão de crédito
2025-02-17 15:01:02.167341;1638;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Cheryl Anaya;feminino;boleto
2025-02-17 15:09:56.387007;1639;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Daisy Mayberry;feminino;dinheiro
2025-02-17 17:49:04.799632;1640;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;David Richards;masculino;pix
2025-02-17 18:54:55.730855;1641;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Galina Moss;feminino;boleto
2025-02-18 11:43:03.044937;1642;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Kimberly Flint;feminino;boleto
2025-02-18 17:14:59.672175;1643;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Ophelia Bright;feminino;cartão de crédito
2025-02-18 18:21:00.468180;1644;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Florence Sampere;feminino;cartão de crédito
2025-02-18 19:10:54.506921;1645;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Lucy Baccam;feminino;dinheiro
2025-02-18 21:13:02.878184;1646;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Linda Vaughn;feminino;cartão de crédito
2025-02-19 12:10:55.099713;1647;São Paulo;Ana Oliveira;Tablet Apple Ipad;Ernest Mull;masculino;pix
2025-02-19 13:58:01.456599;1648;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Jack Chapin;masculino;dinheiro
2025-02-19 15:23:56.385666;1649;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Jessie Street;masculino;dinheiro
2025-02-19 16:38:59.476122;1650;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Sammy Piper;masculino;pix
2025-02-19 19:53:58.996550;1651;Florianópolis;Gabriela Santos;Smartwatch Garmin;William Hamburger;masculino;pix
2025-02-19 21:55:05.713530;1652;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Don Hackney;masculino;pix
2025-02-20 11:24:57.579242;1653;Porto Alegre;Mariana Gomes;Smartwatch Garmin;James Hanshaw;masculino;pix
2025-02-20 11:32:56.482478;1654;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Ricardo Brown;masculino;boleto
2025-02-20 11:56:02.507703;1655;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Elsie Gilliard;feminino;dinheiro
2025-02-20 15:59:58.948085;1656;Florianópolis;Tiago Lima;Tablet Apple Ipad;Brett Alberts;masculino;pix
2025-02-20 16:03:04.119928;1657;São Paulo;Lucas Pereira;Smartwatch Garmin;Nelson Ortiz;masculino;pix
2025-02-20 17:06:59.136457;1658;São Paulo;Ana Oliveira;Notebook Dell Inspiron;William Givens;masculino;dinheiro
2025-02-20 19:06:05.228165;1659;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Edna Anderson;feminino;cartão de crédito
2025-02-21 11:27:58.879296;1660;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Timothy Oconnor;masculino;cartão de crédito
2025-02-21 13:41:56.366259;1661;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Ryan Sims;masculino;boleto
2025-02-21 14:09:58.255024;1662;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Heather Porter;feminino;dinheiro
2025-02-21 22:03:03.224172;1663;São Paulo;Ana Oliveira;Tablet Apple Ipad;Jorge Mccarley;masculino;cartão de crédito
2025-02-22 12:18:56.669528;1664;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Pansy Moorefield;feminino;dinheiro
2025-02-22 12:20:56.407817;1665;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Dorothy Mcclure;feminino;boleto
2025-02-22 13:37:04.691512;1666;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Guillermo Goede;masculino;cartão de crédito
2025-02-23 13:21:05.458678;1667;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Misty Norrod;feminino;dinheiro
2025-02-23 13:36:00.684651;1668;São Paulo;Ana Oliveira;Smartwatch Garmin;Vincent Neumann;masculino;boleto
2025-02-23 14:39:03.780227;1669;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Larry Davignon;masculino;boleto
2025-02-23 17:06:04.248203;1670;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Norma Mobley;feminino;dinheiro
2025-02-23 17:36:55.844055;1671;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;James Hamilton;masculino;boleto
2025-02-23 18:18:55.620737;1672;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;David Mangina;masculino;pix
2025-02-23 20:02:56.124962;1673;São Paulo;Lucas Pereira;Notebook Dell Inspiron;James Causey;masculino;dinheiro
2025-02-23 21:41:01.086351;1674;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Jonathan Bolton;masculino;boleto
2025-02-24 11:10:54.968369;1675;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Richard Sooter;masculino;boleto
2025-02-24 12:29:59.974038;1676;São Paulo;Ana Oliveira;Smartwatch Garmin;Antoinette Vauters;feminino;boleto
2025-02-24 12:39:05.488789;1677;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Doris Evans;feminino;pix
2025-02-24 16:02:56.098781;1678;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Jose Alderman;masculino;pix
2025-02-24 17:50:04.241715;1679;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Steven Wilson;masculino;boleto
2025-02-24 19:49:57.778822;1680;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Jason Clark;masculino;dinheiro
2025-02-24 20:22:00.966261;1681;Florianópolis;Tiago Lima;Tablet Apple Ipad;Kathryn Nash;feminino;cartão de crédito
2025-02-24 20:30:06.431299;1682;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Wayne Ashmore;masculino;cartão de crédito
2025-02-25 11:21:05.942613;1683;São Paulo;Lucas Pereira;Smartwatch Garmin;Shirley Curtice;feminino;cartão de crédito
2025-02-25 12:39:01.261108;1684;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Catherine Hsu;feminino;boleto
2025-02-25 16:14:03.938523;1685;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Barbara Payne;feminino;cartão de crédito
2025-02-25 16:34:04.517107;1686;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Margery Hicks;feminino;cartão de crédito
2025-02-25 16:51:57.578274;1687;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Timmy Gregory;masculino;dinheiro
2025-02-25 16:58:05.971775;1688;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Maria Diorio;feminino;boleto
2025-02-25 17:03:05.982927;1689;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Damon Smith;masculino;cartão de crédito
2025-02-25 19:16:00.346570;1690;Florianópolis;Tiago Lima;Tablet Apple Ipad;Thomas Kuhn;masculino;cartão de crédito
2025-02-25 19:56:05.568997;1691;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Aaron Mueller;masculino;cartão de crédito
2025-02-26 11:24:59.687408;1692;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Henry Dixon;masculino;boleto
2025-02-26 12:07:00.610439;1693;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Carolyn Covington;feminino;boleto
2025-02-26 12:35:54.966196;1694;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Joseph Busch;masculino;boleto
2025-02-26 12:39:55.969392;1695;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Mildred Alfred;feminino;boleto
2025-02-26 12:41:59.306536;1696;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;William Grober;masculino;boleto
2025-02-26 19:38:03.238903;1697;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Amber Martinez;feminino;cartão de crédito
2025-02-27 12:07:03.425863;1698;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Rod Heredia;masculino;dinheiro
2025-02-27 14:03:06.090176;1699;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Sean West;masculino;cartão de crédito
2025-02-27 15:07:05.190550;1700;Florianópolis;Tiago Lima;Tablet Apple Ipad;John Hughes;masculino;pix
2025-02-27 18:10:00.215747;1701;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Kevin Allen;masculino;dinheiro
2025-02-27 18:18:05.258242;1702;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Hope Alderman;feminino;boleto
2025-02-27 20:31:56.384215;1703;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Rita Crabtree;feminino;pix
2025-02-27 20:47:04.444563;1704;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Brenda Sexton;feminino;cartão de crédito
2025-02-28 11:20:02.625170;1705;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Collin Sandifer;masculino;pix
2025-02-28 13:49:56.522096;1706;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Elizabeth Johns;feminino;pix
2025-02-28 18:01:58.336551;1707;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Ruth Lupez;feminino;boleto
2025-02-28 20:55:59.384232;1708;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Ruth Lancaster;feminino;pix
2025-02-28 21:37:56.087824;1709;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Howard Chiesa;masculino;cartão de crédito
2025-02-28 21:54:55.172181;1710;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;John Mcneill;masculino;dinheiro
2025-03-01 11:19:54.819246;1711;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Renee Sosa;feminino;cartão de crédito
2025-03-01 12:34:55.416833;1712;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Samuel Cordova;masculino;pix
2025-03-01 13:58:03.878188;1713;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Louise Mcgowan;feminino;dinheiro
2025-03-01 18:26:02.087143;1714;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Andrew Mccrate;masculino;boleto
2025-03-01 20:58:56.910633;1715;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Samuel Pitts;masculino;dinheiro
2025-03-02 12:05:58.607825;1716;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Patricia Delara;feminino;dinheiro
2025-03-02 13:34:04.801071;1717;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Kathleen Shull;feminino;pix
2025-03-02 13:38:54.525092;1718;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Virginia Klingensmith;feminino;pix
2025-03-03 14:01:02.205204;1719;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Mollie Correa;feminino;dinheiro
2025-03-03 15:35:04.387861;1720;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Javier Zuniga;masculino;boleto
2025-03-04 12:00:04.432970;1721;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;James Carranza;masculino;dinheiro
2025-03-04 12:20:03.407059;1722;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Pok Mccauley;feminino;cartão de crédito
2025-03-04 15:40:58.520967;1723;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Anthony Roger;masculino;boleto
2025-03-04 16:26:56.573285;1724;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Louis Steadman;masculino;pix
2025-03-04 19:16:03.381081;1725;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Billy Soto;masculino;cartão de crédito
2025-03-04 20:12:04.605794;1726;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Margaret Klein;feminino;boleto
2025-03-04 20:59:04.247266;1727;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Leo White;masculino;pix
2025-03-04 21:01:59.330269;1728;Florianópolis;Gabriela Santos;Smartwatch Garmin;Jarrod Padilla;masculino;dinheiro
2025-03-05 12:50:55.013606;1729;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Nancy Simmons;feminino;cartão de crédito
2025-03-05 12:52:58.704956;1730;Florianópolis;Gabriela Santos;Smartwatch Garmin;Filiberto Peavler;masculino;pix
2025-03-05 13:31:06.217188;1731;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Anne Nelson;feminino;cartão de crédito
2025-03-05 20:39:00.630693;1732;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Helen Wade;feminino;dinheiro
2025-03-06 11:27:00.868461;1733;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Christin Rubino;feminino;boleto
2025-03-06 13:10:03.368048;1734;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Marie Tugwell;feminino;dinheiro
2025-03-06 14:03:02.373347;1735;Florianópolis;Gabriela Santos;Smartwatch Garmin;Michael Howland;masculino;dinheiro
2025-03-06 14:28:03.980764;1736;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;James Byers;masculino;boleto
2025-03-06 19:25:00.604120;1737;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Maria Hauser;feminino;cartão de crédito
2025-03-06 19:39:04.249284;1738;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Meghan Erlebach;feminino;pix
